amount,location,device,time,is_fraud
38.84,Paris,Mobile,5,0
10.74,Toronto,Mobile,15,0
61.38,London,Unknown,6,0
87.28,Toronto,Mobile,12,0
18.62,Dubai,Mobile,1,0
5.5,Dubai,Tablet,10,0
53.73,London,Mobile,12,0
20.7,Paris,Unknown,6,0
49.24,New York,Unknown,13,0
6.01,Dubai,Unknown,10,0
199.78,Mumbai,Mobile,21,0
129.09,Toronto,Tablet,8,0
34.16,Sydney,Tablet,17,0
17.82,New York,Mobile,16,0
8.87,Sydney,Desktop,17,0
12.16,Toronto,Mobile,19,0
6.3,Toronto,Tablet,10,0
22.89,Paris,Tablet,8,0
50.17,Sydney,Mobile,12,0
93.16,New York,Unknown,14,0
541.6,Paris,Unknown,15,1
23.84,New York,Desktop,1,0
20.92,New York,Desktop,2,0
20.58,Paris,Tablet,5,0
17.99,Paris,Mobile,6,0
58.07,Toronto,Tablet,16,0
166.45,New York,Desktop,7,0
24.3,London,Unknown,5,0
24.11,Toronto,Tablet,13,0
23.03,New York,Mobile,10,0
16.18,Sydney,Mobile,8,0
33.35,Sydney,Mobile,9,0
33.68,London,Tablet,6,0
97.95,Tokyo,Tablet,21,0
31.42,Mumbai,Unknown,13,0
180.75,Toronto,Desktop,12,0
18.47,London,Mobile,8,0
22.41,Tokyo,Tablet,5,0
16.67,Paris,Tablet,11,0
65.51,Sydney,Desktop,22,0
12.79,London,Desktop,20,0
31.8,London,Mobile,19,0
33.33,Tokyo,Mobile,0,0
102.21,Mumbai,Unknown,23,1
8.03,Mumbai,Desktop,19,0
5.73,London,Desktop,21,0
19.35,Dubai,Desktop,13,0
15.12,Tokyo,Mobile,12,0
20.14,Dubai,Tablet,18,0
848.07,Mumbai,Mobile,6,1
208.15,New York,Tablet,3,1
10.43,Toronto,Unknown,6,0
165.71,Tokyo,Desktop,2,1
674.15,Paris,Unknown,13,1
31.7,Mumbai,Tablet,19,0
7.77,Sydney,Tablet,9,0
51.69,Tokyo,Tablet,2,0
35.9,Paris,Unknown,4,0
248.83,London,Unknown,11,1
477.32,Toronto,Tablet,2,1
33.73,London,Desktop,18,0
30.12,Mumbai,Mobile,2,0
9.16,London,Mobile,19,0
21.36,Paris,Mobile,15,0
139.42,Dubai,Unknown,0,0
414.08,London,Desktop,19,1
57.17,Paris,Tablet,0,0
513.49,Tokyo,Tablet,4,1
14.22,New York,Mobile,11,0
33.88,Toronto,Unknown,21,0
104.32,Mumbai,Desktop,3,0
43.93,London,Mobile,3,0
26.82,Sydney,Unknown,7,0
162.57,Dubai,Desktop,10,0
27.06,Mumbai,Tablet,23,0
27.67,Dubai,Mobile,7,0
22.47,London,Mobile,13,0
32.68,Sydney,Desktop,3,0
224.53,Mumbai,Unknown,18,1
76.81,Paris,Mobile,4,1
44.16,Dubai,Desktop,5,0
129.35,Dubai,Tablet,20,0
10.54,London,Tablet,10,0
85.82,London,Mobile,5,0
31.61,Tokyo,Unknown,0,0
408.29,New York,Unknown,11,1
179.04,Tokyo,Desktop,19,0
43.9,Toronto,Tablet,4,0
10.56,Sydney,Tablet,20,0
20.44,Paris,Unknown,11,0
30.2,New York,Tablet,4,0
29.57,London,Desktop,10,0
24.18,London,Unknown,22,0
173.56,Sydney,Desktop,19,0
32.81,London,Unknown,17,0
20.55,Toronto,Desktop,23,0
20.96,London,Unknown,7,0
106.88,Dubai,Tablet,10,0
40.7,Paris,Desktop,21,0
16.88,Dubai,Desktop,16,0
609.6,Toronto,Tablet,0,0
47.84,Toronto,Tablet,16,0
26.43,Sydney,Unknown,14,0
75.76,Paris,Unknown,7,0
30.77,New York,Mobile,1,0
98.65,Dubai,Desktop,8,0
57.93,Dubai,Unknown,22,0
21.37,Toronto,Tablet,14,0
20.65,Toronto,Unknown,16,0
25.69,New York,Desktop,10,0
20.57,Toronto,Tablet,5,0
37.44,Mumbai,Mobile,9,0
406.22,Toronto,Mobile,8,0
6.16,Paris,Tablet,12,0
121.01,Tokyo,Desktop,7,0
273.11,Sydney,Desktop,5,0
70.69,Mumbai,Mobile,17,0
1058.1,Dubai,Unknown,11,1
97.8,Mumbai,Unknown,8,0
21.55,New York,Desktop,13,0
11.19,Toronto,Unknown,19,0
18.03,London,Tablet,23,0
9.54,Dubai,Mobile,7,0
140.66,Paris,Desktop,7,0
11.52,Tokyo,Desktop,10,0
25.57,Toronto,Mobile,15,0
76.9,Mumbai,Tablet,16,0
48.45,London,Desktop,6,0
212.29,Sydney,Unknown,15,0
5.9,Tokyo,Tablet,8,0
31.22,Paris,Mobile,23,0
7.41,Paris,Tablet,23,0
84.23,Mumbai,Desktop,22,1
43.69,Sydney,Tablet,12,0
20.04,New York,Unknown,5,0
12.57,Sydney,Tablet,5,0
59.0,Toronto,Desktop,11,0
82.8,Tokyo,Tablet,12,1
15.77,Dubai,Unknown,2,0
33.55,Tokyo,Mobile,14,0
30.93,Sydney,Tablet,19,0
104.29,Sydney,Desktop,9,0
110.78,London,Mobile,12,0
429.69,Paris,Tablet,4,0
8.43,Dubai,Desktop,19,0
60.07,Sydney,Mobile,2,0
68.49,Dubai,Mobile,0,0
5.81,Mumbai,Unknown,7,0
5.86,Toronto,Tablet,16,0
29.75,Dubai,Tablet,8,0
63.55,Sydney,Unknown,22,0
51.18,Paris,Desktop,3,0
10.05,Dubai,Tablet,21,0
16.18,Toronto,Mobile,19,0
36.8,Sydney,Mobile,4,0
8.25,Paris,Unknown,12,0
57.11,New York,Desktop,13,0
60.05,New York,Desktop,9,0
49.0,Tokyo,Tablet,6,0
229.91,Mumbai,Unknown,21,0
49.4,Dubai,Desktop,22,0
119.3,Dubai,Desktop,8,0
32.69,London,Tablet,8,0
28.2,Tokyo,Tablet,5,0
14.07,New York,Mobile,17,0
9.71,Paris,Unknown,6,0
56.42,Toronto,Desktop,7,0
7.29,Dubai,Tablet,14,0
38.5,Tokyo,Mobile,16,0
28.63,Tokyo,Mobile,3,0
2.62,Toronto,Tablet,1,0
40.33,New York,Mobile,11,0
21.68,London,Mobile,6,0
127.8,Toronto,Mobile,5,0
27.76,New York,Desktop,6,0
32.63,Dubai,Desktop,0,0
14.49,Tokyo,Mobile,8,0
1805.3,Tokyo,Mobile,5,1
22.25,Paris,Tablet,8,0
52.96,Tokyo,Mobile,12,0
10.0,Dubai,Tablet,21,0
11.21,London,Unknown,19,0
117.22,New York,Mobile,8,0
49.15,Mumbai,Tablet,23,0
63.68,Dubai,Unknown,4,0
121.46,Sydney,Unknown,10,1
12.34,Sydney,Desktop,15,0
10.55,Dubai,Desktop,0,0
34.32,Toronto,Unknown,17,0
69.7,New York,Tablet,7,0
31.3,Paris,Desktop,12,0
34.94,Paris,Unknown,13,0
20.33,Mumbai,Unknown,5,0
30.18,Dubai,Mobile,4,0
115.1,London,Desktop,6,0
333.36,New York,Unknown,8,0
20.36,Mumbai,Mobile,3,0
40.21,Toronto,Unknown,1,0
62.53,Sydney,Tablet,18,0
14.77,Mumbai,Mobile,5,0
206.35,New York,Desktop,13,0
280.17,London,Tablet,23,0
57.31,Toronto,Desktop,16,0
14.77,London,Tablet,21,0
2.12,Toronto,Mobile,3,0
1787.87,Paris,Mobile,6,1
15.32,London,Mobile,8,0
413.81,Sydney,Unknown,12,1
16.25,Sydney,Mobile,18,0
27.41,New York,Unknown,8,0
36.33,London,Tablet,11,0
57.2,Sydney,Unknown,14,0
212.85,New York,Desktop,2,0
54.17,Toronto,Desktop,5,0
62.0,Mumbai,Mobile,17,0
816.47,Sydney,Unknown,23,0
97.39,Mumbai,Desktop,12,0
35.81,Toronto,Unknown,21,0
27.53,Tokyo,Mobile,10,0
376.48,Toronto,Desktop,2,1
49.89,New York,Desktop,5,0
108.78,Paris,Mobile,3,0
990.67,Dubai,Unknown,0,1
15.8,Dubai,Desktop,17,0
99.05,Dubai,Mobile,17,0
31.48,Mumbai,Desktop,12,0
39.16,Tokyo,Desktop,21,0
9.3,Sydney,Unknown,14,0
19.52,Dubai,Unknown,21,0
54.19,Tokyo,Tablet,16,0
27.72,London,Mobile,20,0
60.12,London,Mobile,23,0
11.28,Sydney,Desktop,17,0
47.58,Tokyo,Unknown,14,0
91.26,Mumbai,Tablet,6,0
15.35,New York,Mobile,19,0
29.52,Tokyo,Mobile,15,0
10.66,New York,Tablet,17,0
96.65,Paris,Mobile,21,0
112.7,Sydney,Tablet,7,0
9.66,Dubai,Unknown,19,0
1271.32,Sydney,Mobile,4,1
8.84,Mumbai,Mobile,5,0
23.88,Paris,Unknown,7,0
14.13,Dubai,Mobile,14,0
17.44,Mumbai,Unknown,11,0
1421.5,Toronto,Unknown,18,1
43.48,Tokyo,Unknown,16,0
27.21,Tokyo,Unknown,20,0
1335.36,Mumbai,Unknown,21,1
4.81,Paris,Tablet,17,0
63.46,Toronto,Tablet,5,0
66.22,Tokyo,Tablet,2,0
69.88,Paris,Desktop,22,0
12.0,Toronto,Unknown,3,0
14.87,Dubai,Mobile,11,0
596.77,Sydney,Unknown,8,1
495.11,Tokyo,Tablet,21,0
31.55,Sydney,Unknown,3,0
26.22,Paris,Tablet,12,0
16.45,New York,Unknown,5,0
51.26,Mumbai,Desktop,18,0
16.88,Paris,Tablet,11,0
4.76,Sydney,Unknown,1,0
97.97,Sydney,Unknown,8,0
68.87,Dubai,Desktop,15,0
7.62,New York,Desktop,14,0
111.64,Tokyo,Unknown,12,0
24.62,London,Desktop,18,0
251.46,London,Unknown,23,0
413.89,Toronto,Unknown,20,1
57.35,Mumbai,Mobile,16,1
22.98,Sydney,Unknown,21,0
30.07,Toronto,Desktop,15,0
89.55,Sydney,Tablet,14,0
69.67,London,Desktop,8,0
38.84,Dubai,Desktop,22,0
236.85,Dubai,Unknown,3,1
167.99,Sydney,Desktop,15,0
39.93,Dubai,Mobile,17,0
41.59,Paris,Mobile,20,0
9.92,Sydney,Mobile,6,0
38.3,Tokyo,Tablet,20,0
64.87,Tokyo,Desktop,20,0
27.54,Paris,Unknown,10,0
357.02,Dubai,Desktop,10,0
13.59,Mumbai,Tablet,8,0
34.42,Sydney,Unknown,1,0
28.85,London,Desktop,10,0
56.02,Toronto,Unknown,17,0
8.14,Toronto,Mobile,15,0
54.25,Paris,Desktop,18,0
80.1,Toronto,Desktop,23,0
241.73,Dubai,Mobile,23,1
310.1,Tokyo,Unknown,19,1
13.58,Mumbai,Mobile,7,0
171.53,Toronto,Desktop,16,0
15.79,Paris,Mobile,16,0
12.7,Toronto,Desktop,21,0
83.95,Paris,Unknown,8,0
16.52,Tokyo,Unknown,11,0
12.81,Sydney,Desktop,17,0
852.69,Paris,Unknown,11,1
34.88,Sydney,Tablet,0,0
63.8,Dubai,Tablet,4,1
1.93,Toronto,Mobile,12,0
15.54,New York,Mobile,7,0
116.66,Toronto,Tablet,20,0
24.24,Dubai,Mobile,8,0
36.75,Tokyo,Unknown,21,0
21.24,New York,Tablet,10,0
49.72,Dubai,Desktop,23,0
12.88,Paris,Desktop,13,0
28.12,Sydney,Mobile,6,0
23.13,Paris,Tablet,21,0
197.51,London,Unknown,3,1
79.13,Sydney,Tablet,6,1
8.73,Tokyo,Desktop,2,0
62.46,Mumbai,Unknown,3,1
18.29,Sydney,Unknown,2,0
45.28,Dubai,Mobile,14,0
100.52,Toronto,Unknown,17,0
86.94,Dubai,Desktop,2,1
73.74,Tokyo,Mobile,16,0
140.21,Tokyo,Mobile,16,0
77.38,Tokyo,Mobile,23,0
15.67,Dubai,Mobile,4,0
11.13,Dubai,Desktop,3,0
68.29,Sydney,Unknown,13,0
81.69,Toronto,Desktop,3,0
12.2,Dubai,Mobile,18,0
38.67,Tokyo,Desktop,18,0
278.55,London,Unknown,22,1
101.04,Dubai,Mobile,2,0
24.12,Toronto,Desktop,16,0
32.26,Sydney,Desktop,0,0
19.14,Mumbai,Unknown,15,0
35.3,Tokyo,Unknown,20,0
67.04,Dubai,Tablet,10,0
8.46,Sydney,Desktop,17,0
288.29,Tokyo,Unknown,16,0
69.67,Tokyo,Mobile,21,0
51.3,Mumbai,Desktop,3,0
317.56,Paris,Mobile,14,0
972.42,Mumbai,Mobile,13,1
29.21,New York,Unknown,14,0
24.64,Toronto,Tablet,6,0
73.05,Sydney,Unknown,18,0
12.75,Mumbai,Unknown,7,0
8.97,London,Mobile,10,0
2.64,Mumbai,Tablet,12,0
57.94,Paris,Unknown,16,0
13.32,Sydney,Desktop,6,0
197.47,Tokyo,Mobile,5,0
49.42,Sydney,Unknown,18,0
15.42,Tokyo,Unknown,14,0
7.12,New York,Tablet,22,0
51.54,Mumbai,Mobile,12,0
26.77,Toronto,Unknown,8,0
15.76,Sydney,Desktop,13,0
107.96,Sydney,Tablet,0,0
327.8,Sydney,Tablet,1,0
114.38,London,Unknown,20,0
3.86,Dubai,Mobile,5,0
44.96,Toronto,Tablet,2,0
38.03,Tokyo,Unknown,1,0
12.22,London,Unknown,2,0
22.03,Sydney,Desktop,14,0
37.06,New York,Unknown,7,0
9.63,Mumbai,Tablet,17,0
50.75,Sydney,Desktop,19,0
306.56,Mumbai,Unknown,3,1
48.15,Paris,Tablet,16,0
35.91,Toronto,Desktop,1,0
90.5,Paris,Mobile,21,0
391.51,Paris,Tablet,21,0
29.93,Sydney,Mobile,11,0
74.01,Sydney,Mobile,2,0
13.5,Paris,Mobile,7,0
23.08,Sydney,Desktop,18,0
20.95,Paris,Tablet,13,0
27.88,New York,Mobile,5,0
76.84,Dubai,Unknown,5,0
26.23,London,Mobile,7,0
10.47,New York,Tablet,0,0
132.17,Mumbai,Mobile,10,0
149.4,Tokyo,Desktop,4,1
25.9,New York,Desktop,19,0
281.79,Sydney,Desktop,7,1
556.28,Toronto,Unknown,3,1
85.87,Toronto,Mobile,6,0
293.43,Toronto,Unknown,22,1
13.22,Toronto,Unknown,14,0
22.47,Tokyo,Tablet,7,0
40.21,London,Unknown,5,0
27.38,Tokyo,Desktop,9,1
13.79,Toronto,Unknown,12,0
32.28,New York,Tablet,17,0
17.67,Toronto,Unknown,10,0
109.78,New York,Unknown,12,0
17.78,Paris,Mobile,3,0
27.1,London,Mobile,5,0
5.3,Paris,Mobile,0,0
187.6,Paris,Tablet,20,0
222.47,Paris,Desktop,12,1
33.74,Tokyo,Tablet,12,0
104.43,Dubai,Tablet,6,0
13.64,London,Unknown,10,0
36.47,London,Tablet,21,0
3.6,Toronto,Unknown,10,0
178.12,Toronto,Unknown,2,0
64.57,London,Unknown,10,0
27.25,Toronto,Desktop,2,0
36.71,Mumbai,Desktop,9,0
10.41,Toronto,Mobile,4,0
13.33,Sydney,Mobile,19,0
7.68,New York,Unknown,12,0
52.16,Tokyo,Desktop,5,0
41.55,Sydney,Mobile,16,0
30.97,Dubai,Unknown,16,0
19.94,Tokyo,Mobile,5,0
239.48,Paris,Unknown,3,1
66.12,Mumbai,Mobile,4,1
1623.92,Paris,Desktop,2,1
26.36,Dubai,Unknown,5,0
55.89,Dubai,Desktop,12,0
64.24,Mumbai,Unknown,18,0
42.31,Paris,Mobile,19,0
30.0,Tokyo,Mobile,12,0
15.99,London,Tablet,18,0
75.12,Mumbai,Desktop,4,0
40.63,London,Desktop,6,0
138.22,Dubai,Tablet,11,0
30.51,Mumbai,Unknown,12,0
87.05,Paris,Tablet,7,0
25.12,Sydney,Mobile,4,0
10.44,Sydney,Unknown,7,0
132.32,Toronto,Desktop,7,0
12.7,Sydney,Tablet,16,0
34.1,New York,Unknown,7,0
20.84,Sydney,Unknown,7,0
4.99,London,Tablet,16,0
822.63,New York,Mobile,3,1
11.86,Paris,Tablet,19,0
495.74,Toronto,Unknown,2,1
50.37,Toronto,Unknown,23,1
84.86,Sydney,Mobile,22,0
71.09,Tokyo,Unknown,23,1
95.64,Paris,Desktop,10,0
138.92,London,Tablet,11,0
128.16,London,Tablet,11,0
15.6,Paris,Desktop,12,0
650.77,Sydney,Unknown,5,1
11.51,Mumbai,Unknown,2,0
108.36,New York,Tablet,2,1
39.0,Paris,Tablet,20,0
54.74,New York,Desktop,19,0
43.91,Tokyo,Desktop,0,0
3.91,Mumbai,Tablet,9,0
36.88,Mumbai,Unknown,7,0
17.93,Paris,Mobile,13,0
41.96,Tokyo,Tablet,14,0
9.37,Toronto,Tablet,6,0
18.52,Toronto,Tablet,4,0
357.81,Sydney,Desktop,13,0
63.15,London,Tablet,22,0
12.88,London,Tablet,22,0
3.6,Toronto,Unknown,8,0
13.28,Dubai,Mobile,0,0
23.66,Tokyo,Mobile,7,0
18.37,Tokyo,Unknown,15,0
97.27,Tokyo,Desktop,8,0
15.04,Mumbai,Mobile,13,0
142.54,Sydney,Unknown,13,1
89.68,Sydney,Unknown,18,1
64.97,New York,Tablet,15,0
18.75,Toronto,Unknown,5,0
45.26,London,Mobile,16,0
98.08,London,Mobile,16,0
157.76,Paris,Desktop,17,0
116.86,New York,Desktop,10,0
56.09,Toronto,Tablet,21,0
58.21,Paris,Mobile,6,1
80.17,Sydney,Tablet,0,0
46.72,New York,Desktop,14,0
95.97,Dubai,Desktop,18,0
43.66,Mumbai,Tablet,14,0
20.0,Paris,Tablet,13,0
27.86,Paris,Mobile,10,0
41.45,Paris,Unknown,13,0
12.87,Mumbai,Mobile,3,0
253.6,Tokyo,Mobile,3,1
31.8,Dubai,Mobile,9,0
113.32,Toronto,Tablet,14,0
94.24,New York,Unknown,15,0
27.11,Paris,Unknown,0,0
312.27,Toronto,Desktop,4,0
109.37,Toronto,Unknown,17,1
100.24,Dubai,Unknown,8,0
144.87,Dubai,Desktop,2,0
11.94,Mumbai,Desktop,15,0
40.31,Sydney,Unknown,0,0
24.13,London,Mobile,3,0
42.86,New York,Tablet,15,0
147.56,Tokyo,Desktop,23,0
16.64,Tokyo,Unknown,5,0
14.62,Toronto,Unknown,22,0
3.4,Sydney,Tablet,12,0
3.46,Mumbai,Unknown,17,0
54.37,Sydney,Unknown,5,0
11.2,Toronto,Desktop,16,0
846.05,Paris,Mobile,22,1
259.48,London,Unknown,2,1
17.15,London,Tablet,17,0
6.01,New York,Unknown,14,0
1276.24,Mumbai,Unknown,13,1
30.6,Dubai,Tablet,5,0
113.71,Sydney,Desktop,16,0
91.72,Paris,Desktop,17,0
12.21,Sydney,Unknown,7,0
13.47,Sydney,Unknown,8,0
99.9,London,Unknown,17,1
34.89,London,Desktop,14,0
166.93,New York,Unknown,7,0
21.14,Paris,Mobile,9,0
106.95,Toronto,Mobile,6,0
29.75,Toronto,Desktop,16,0
39.3,Dubai,Tablet,8,0
26.8,Mumbai,Mobile,13,0
118.0,Dubai,Unknown,10,0
5.02,New York,Tablet,10,0
20.35,Mumbai,Mobile,9,0
607.22,Tokyo,Mobile,3,1
16.36,New York,Tablet,9,0
530.56,London,Desktop,22,0
16.77,New York,Mobile,4,0
32.03,Sydney,Desktop,15,0
32.4,Mumbai,Tablet,5,0
1419.74,Mumbai,Mobile,22,1
32.85,Toronto,Unknown,3,0
52.74,Mumbai,Tablet,18,0
14.08,Tokyo,Unknown,13,0
31.97,Sydney,Desktop,18,0
19.77,Paris,Unknown,2,0
28.05,London,Mobile,14,0
6.33,Sydney,Tablet,3,0
13.38,Paris,Tablet,13,0
76.29,Dubai,Unknown,18,0
53.12,Sydney,Mobile,23,0
37.39,Tokyo,Unknown,4,0
188.79,Mumbai,Mobile,10,0
1018.62,Tokyo,Tablet,6,1
252.12,Tokyo,Mobile,7,0
51.35,Mumbai,Desktop,5,1
114.86,New York,Unknown,22,0
19.53,New York,Tablet,15,0
75.26,New York,Tablet,1,0
38.66,Tokyo,Mobile,22,0
16.82,Dubai,Desktop,18,0
28.28,London,Mobile,15,0
16.99,Toronto,Tablet,1,0
35.15,London,Unknown,16,0
214.49,New York,Unknown,20,0
36.86,Tokyo,Tablet,5,0
14.6,Tokyo,Unknown,22,0
207.37,New York,Mobile,20,0
5.46,Tokyo,Mobile,17,0
12.89,London,Desktop,9,0
65.2,Paris,Desktop,20,0
54.83,London,Unknown,15,1
9.62,New York,Mobile,22,0
56.17,Dubai,Desktop,18,0
30.24,Tokyo,Unknown,22,0
75.14,Tokyo,Mobile,12,0
6.06,London,Desktop,1,0
16.15,London,Desktop,12,0
66.78,Paris,Mobile,15,0
5.39,Tokyo,Unknown,20,0
9.81,Dubai,Desktop,8,0
41.57,Sydney,Desktop,16,0
27.89,Tokyo,Tablet,5,0
19.79,Paris,Unknown,6,0
15.85,Tokyo,Desktop,8,0
161.49,Dubai,Desktop,23,0
60.7,Paris,Desktop,13,0
92.64,Tokyo,Unknown,11,0
49.32,Mumbai,Unknown,7,0
39.91,Dubai,Unknown,21,0
44.05,Tokyo,Unknown,12,0
291.18,Dubai,Unknown,19,1
41.67,Sydney,Mobile,7,0
9.35,Sydney,Unknown,17,0
522.18,Mumbai,Mobile,3,1
139.88,Paris,Unknown,20,0
69.18,Toronto,Mobile,20,0
75.32,Sydney,Tablet,9,0
15.08,Dubai,Desktop,4,0
114.67,Mumbai,Unknown,5,1
202.52,London,Tablet,2,1
92.49,New York,Unknown,10,0
7.48,London,Unknown,23,0
65.78,Toronto,Tablet,8,0
53.01,Sydney,Tablet,6,0
60.85,Toronto,Desktop,7,0
241.83,Sydney,Tablet,15,0
22.77,Dubai,Mobile,13,0
21.25,Mumbai,Tablet,16,0
186.68,Mumbai,Unknown,2,0
48.26,Paris,Tablet,21,0
578.63,Dubai,Tablet,11,0
118.17,Sydney,Desktop,17,0
1315.74,Paris,Desktop,8,1
14.1,Dubai,Desktop,6,0
171.32,Toronto,Unknown,9,1
19.68,Sydney,Tablet,19,0
362.93,Sydney,Desktop,14,1
15.41,Sydney,Mobile,23,0
27.56,Paris,Tablet,6,0
46.16,New York,Unknown,1,0
1273.56,London,Mobile,20,1
124.04,London,Desktop,17,0
245.44,Toronto,Unknown,7,0
49.74,Tokyo,Mobile,21,0
537.94,New York,Unknown,9,1
254.8,Dubai,Desktop,20,0
84.87,Paris,Mobile,18,0
152.31,Sydney,Tablet,13,0
231.98,Toronto,Tablet,14,0
54.82,Paris,Mobile,21,0
20.24,Paris,Desktop,20,0
16.09,New York,Mobile,20,0
56.19,Mumbai,Tablet,0,0
102.98,Paris,Tablet,10,0
34.63,Tokyo,Unknown,10,0
22.88,Mumbai,Desktop,5,0
107.6,Tokyo,Desktop,0,0
44.7,Dubai,Mobile,14,0
3.08,Paris,Desktop,1,0
29.82,Paris,Desktop,11,0
73.0,London,Unknown,7,1
23.98,Tokyo,Tablet,8,0
125.81,Paris,Mobile,1,0
16.38,Tokyo,Tablet,12,0
166.89,New York,Tablet,20,0
101.16,Paris,Desktop,6,0
1018.49,Mumbai,Tablet,15,1
6.73,Dubai,Desktop,19,0
13.41,Tokyo,Tablet,11,0
26.17,Paris,Tablet,8,0
57.33,Paris,Tablet,1,0
47.05,Dubai,Unknown,18,0
55.87,London,Unknown,8,0
22.54,London,Mobile,1,0
11.87,London,Tablet,8,0
25.94,Mumbai,Desktop,15,0
91.93,Dubai,Mobile,14,0
24.66,New York,Desktop,22,0
15.91,Toronto,Unknown,5,0
422.08,Sydney,Unknown,20,1
35.15,Toronto,Unknown,21,0
82.63,Tokyo,Desktop,3,0
43.55,Paris,Unknown,2,0
20.29,Mumbai,Desktop,14,0
18.24,Paris,Tablet,2,0
9.52,Toronto,Mobile,10,0
409.21,Tokyo,Tablet,21,0
101.3,Mumbai,Mobile,6,0
23.92,Paris,Tablet,4,0
30.69,New York,Unknown,8,0
48.54,Mumbai,Mobile,21,0
179.51,Mumbai,Unknown,0,0
107.51,Tokyo,Unknown,6,0
25.34,Toronto,Unknown,15,0
40.11,London,Mobile,22,0
22.74,New York,Unknown,9,0
16.96,Tokyo,Unknown,8,0
48.45,Sydney,Tablet,14,0
35.03,New York,Mobile,3,0
18.62,London,Mobile,14,0
41.19,Toronto,Tablet,18,0
42.42,New York,Unknown,8,0
17.38,New York,Tablet,19,0
34.53,Toronto,Tablet,22,0
50.84,London,Desktop,19,0
147.16,Paris,Unknown,2,0
23.86,London,Mobile,6,0
124.43,New York,Unknown,10,0
13.34,Toronto,Mobile,16,0
32.1,London,Desktop,2,0
17.12,Mumbai,Unknown,14,0
2163.23,Sydney,Desktop,17,1
28.88,Tokyo,Desktop,3,0
27.18,New York,Mobile,3,0
447.14,Mumbai,Desktop,4,1
114.12,Paris,Desktop,0,0
169.86,Sydney,Unknown,3,0
10.97,Sydney,Desktop,11,0
61.36,Sydney,Tablet,11,0
12.57,New York,Desktop,19,0
54.73,London,Unknown,5,0
115.34,New York,Tablet,0,0
48.58,Paris,Mobile,22,0
10.17,Dubai,Mobile,10,0
11.15,Paris,Unknown,3,0
7.74,Toronto,Mobile,17,0
50.15,Tokyo,Tablet,20,0
50.92,Paris,Desktop,10,0
26.18,London,Tablet,16,0
22.64,Mumbai,Mobile,19,0
295.26,Sydney,Tablet,16,0
6.99,New York,Unknown,7,0
460.89,Paris,Tablet,19,0
21.27,Toronto,Tablet,15,0
21.35,Sydney,Mobile,4,0
4.56,Paris,Desktop,14,0
19.26,Dubai,Mobile,13,0
56.29,Sydney,Unknown,3,0
62.16,Mumbai,Tablet,23,0
54.09,Dubai,Desktop,17,0
31.39,Tokyo,Tablet,16,0
122.22,Mumbai,Desktop,19,0
57.44,London,Unknown,19,0
78.5,Dubai,Desktop,17,0
9.51,Dubai,Tablet,8,0
315.64,New York,Tablet,11,0
35.82,Sydney,Tablet,5,0
57.82,New York,Unknown,7,0
2036.78,London,Mobile,4,1
167.34,New York,Tablet,1,0
18.36,Mumbai,Desktop,13,0
10.52,Tokyo,Desktop,13,0
11.33,Tokyo,Unknown,23,0
24.59,New York,Unknown,8,0
1087.26,Paris,Unknown,16,1
487.27,New York,Unknown,20,1
131.57,Dubai,Mobile,15,0
57.57,Sydney,Mobile,11,0
1773.75,Mumbai,Desktop,1,1
23.48,Toronto,Mobile,15,0
150.87,Toronto,Desktop,18,0
139.64,New York,Desktop,8,0
69.49,Mumbai,Unknown,11,0
557.2,Tokyo,Mobile,19,0
191.82,New York,Unknown,16,1
21.58,London,Desktop,2,0
20.37,London,Tablet,18,0
47.96,London,Tablet,6,0
151.4,Paris,Unknown,2,1
75.85,Mumbai,Unknown,19,0
15.28,Toronto,Desktop,9,0
31.33,Tokyo,Desktop,12,0
17.82,Tokyo,Unknown,1,0
90.71,Tokyo,Unknown,6,0
12.95,Paris,Tablet,21,0
10.18,Dubai,Tablet,17,0
286.82,Dubai,Desktop,0,0
15.7,Dubai,Desktop,20,0
41.78,New York,Tablet,8,0
138.62,Toronto,Tablet,6,0
20.78,Sydney,Mobile,21,0
25.02,New York,Unknown,4,0
8.2,New York,Tablet,1,0
15.5,Mumbai,Mobile,16,0
3.14,New York,Mobile,16,0
116.03,Paris,Unknown,3,0
91.03,Dubai,Mobile,19,0
14.99,Mumbai,Tablet,9,0
7.82,Sydney,Mobile,15,0
23.78,London,Unknown,9,0
217.01,Sydney,Mobile,4,0
37.54,London,Desktop,18,0
119.06,Mumbai,Mobile,13,0
13.87,New York,Desktop,12,0
47.64,Mumbai,Desktop,23,0
219.86,London,Desktop,13,0
62.34,London,Desktop,2,0
52.5,Dubai,Tablet,3,1
8.91,New York,Mobile,3,0
58.08,Mumbai,Mobile,6,0
64.55,Tokyo,Unknown,13,0
138.74,Mumbai,Mobile,17,0
112.86,Mumbai,Desktop,7,0
2.98,Tokyo,Desktop,20,0
114.04,Paris,Tablet,12,0
321.55,New York,Mobile,10,1
159.04,Dubai,Desktop,16,0
90.05,Mumbai,Desktop,5,1
62.44,Tokyo,Unknown,0,0
26.85,Toronto,Desktop,18,0
46.45,Dubai,Unknown,9,0
32.26,Tokyo,Unknown,10,0
18.23,Paris,Mobile,7,0
78.68,Sydney,Unknown,21,0
45.36,Toronto,Mobile,14,0
15.69,Sydney,Unknown,6,0
204.44,London,Tablet,7,0
9.98,Paris,Mobile,11,0
